Interaction_id,interaction_type,interaction_outcome,follow_up_required,interaction_channel,follow_up_date,customer_id
5740,Complaint,Unresolved,No ,Phone,2024-10-14,2128
5741,Support Request,Implemented,Yes,Chat,2024-10-06,5741
5742,Feedback,Implemented,No ,Chat,2024-10-25,1004
5743,Support Request,Unresolved,Yes,Email,2024-10-27,6034
5744,Feedback,Resolved,No ,Chat,2024-10-10,2280
5745,Support Request,Pending,No ,Phone,2024-10-09,10561
5746,Feedback,Pending,No ,Chat,2024-10-05,2876
5747,Feedback,Pending,Yes,Email,2024-10-22,8366
5748,Complaint,Unresolved,Yes,Chat,2024-10-22,5200
5749,Feedback,Unresolved,No ,Chat,2024-11-01,6808
5750,Feedback,Unresolved,No ,Email,2024-10-21,7137
5751,Support Request,Pending,No ,Email,2024-10-26,1503
5752,Feedback,Unresolved,No ,Email,2024-11-01,9030
5753,Support Request,Implemented,No ,Chat,2024-10-20,9006
5754,Support Request,Resolved,No ,Chat,2024-10-28,5049
5755,Feedback,Pending,No ,Chat,2024-10-20,1483
5756,Complaint,Unresolved,No ,Phone,2024-10-22,6873
5757,Complaint,Pending,Yes,Email,2024-10-13,6632
5758,Feedback,Resolved,Yes,Chat,2024-10-15,2686
5759,Feedback,Pending,No ,Email,2024-10-19,4858
5760,Support Request,Implemented,No ,Phone,2024-10-10,1752
5761,Feedback,Unresolved,Yes,Chat,2024-10-06,10217
5762,Support Request,Resolved,Yes,Chat,2024-10-23,5661
5763,Feedback,Unresolved,Yes,Phone,2024-10-18,8148
5764,Support Request,Pending,Yes,Email,2024-10-26,7151
5765,Support Request,Resolved,No ,Email,2024-10-25,10233
5766,Support Request,Unresolved,Yes,Phone,2024-10-11,7090
5767,Support Request,Resolved,Yes,Phone,2024-11-01,5400
5768,Support Request,Pending,Yes,Phone,2024-10-29,751
5769,Complaint,Pending,Yes,Chat,2024-10-08,8693
5770,Support Request,Pending,No ,Phone,2024-10-14,2651
5771,Support Request,Implemented,No ,Phone,2024-10-19,9116
5772,Complaint,Resolved,No ,Email,2024-10-30,5551
5773,Complaint,Implemented,Yes,Phone,2024-10-22,4174
5774,Feedback,Unresolved,No ,Chat,2024-10-14,2355
5775,Complaint,Implemented,Yes,Chat,2024-10-21,43
5776,Support Request,Implemented,No ,Chat,2024-10-24,5132
5777,Feedback,Implemented,Yes,Chat,2024-11-01,10199
5778,Support Request,Unresolved,Yes,Phone,2024-10-16,9368
5779,Complaint,Pending,No ,Phone,2024-10-26,10323
5780,Support Request,Unresolved,Yes,Phone,2024-10-26,6583
5781,Support Request,Unresolved,Yes,Phone,2024-10-24,7602
5782,Support Request,Pending,No ,Chat,2024-11-01,7227
5783,Complaint,Implemented,Yes,Email,2024-10-13,7906
5784,Feedback,Unresolved,Yes,Email,2024-10-09,4918
5785,Feedback,Implemented,No ,Chat,2024-10-12,9607
5786,Complaint,Pending,Yes,Chat,2024-10-05,2761
5787,Feedback,Pending,Yes,Email,2024-10-06,154
5788,Complaint,Resolved,Yes,Email,2024-10-15,10305
5789,Complaint,Pending,No ,Chat,2024-11-02,10499
5790,Support Request,Resolved,No ,Email,2024-10-06,9862
5791,Complaint,Implemented,Yes,Email,2024-10-06,3802
5792,Feedback,Pending,No ,Email,2024-10-20,70
5793,Feedback,Resolved,No ,Email,2024-10-24,6911
5794,Feedback,Pending,Yes,Chat,2024-10-06,7535
5795,Complaint,Unresolved,No ,Email,2024-10-04,39
5796,Feedback,Resolved,Yes,Phone,2024-10-05,4074
5797,Feedback,Implemented,Yes,Chat,2024-10-18,304
5798,Complaint,Resolved,No ,Chat,2024-10-25,10641
5799,Support Request,Unresolved,No ,Phone,2024-10-31,10481
5800,Feedback,Resolved,No ,Chat,2024-10-20,6586
5801,Feedback,Implemented,Yes,Email,2024-10-31,4510
5802,Support Request,Pending,No ,Email,2024-10-22,1784
5803,Feedback,Implemented,No ,Email,2024-11-01,8102
5804,Support Request,Pending,Yes,Email,2024-10-08,6766
5805,Support Request,Resolved,No ,Chat,2024-10-04,5187
5806,Complaint,Resolved,Yes,Phone,2024-10-20,594
5807,Support Request,Implemented,No ,Email,2024-10-12,2277
5808,Support Request,Implemented,No ,Phone,2024-10-29,10128
5809,Support Request,Resolved,No ,Chat,2024-10-04,7772
5810,Feedback,Resolved,No ,Email,2024-10-09,1619
5811,Support Request,Implemented,No ,Phone,2024-10-21,6302
5812,Support Request,Resolved,Yes,Phone,2024-10-09,2601
5813,Support Request,Unresolved,Yes,Chat,2024-10-21,7044
5814,Support Request,Implemented,Yes,Email,2024-10-29,7529
5815,Support Request,Pending,Yes,Chat,2024-10-11,3195
5816,Support Request,Unresolved,No ,Chat,2024-10-26,845
5817,Complaint,Unresolved,No ,Phone,2024-10-07,6326
5818,Support Request,Implemented,No ,Chat,2024-10-09,1618
5819,Complaint,Pending,Yes,Email,2024-10-26,9901
5820,Feedback,Implemented,No ,Chat,2024-10-05,1982
5821,Support Request,Implemented,No ,Chat,2024-10-29,3025
5822,Complaint,Implemented,No ,Chat,2024-10-28,6021
5823,Feedback,Pending,Yes,Phone,2024-10-09,552
5824,Support Request,Unresolved,Yes,Phone,2024-10-04,216
5825,Complaint,Implemented,Yes,Phone,2024-10-21,5939
5826,Complaint,Implemented,No ,Email,2024-10-25,7667
5827,Support Request,Resolved,Yes,Email,2024-10-22,6981
5828,Feedback,Implemented,No ,Phone,2024-10-14,10607
5829,Feedback,Pending,Yes,Phone,2024-10-23,7660
5830,Support Request,Pending,Yes,Email,2024-10-28,7265
5831,Feedback,Pending,No ,Email,2024-10-05,8801
5832,Support Request,Implemented,No ,Phone,2024-10-17,2602
5833,Support Request,Resolved,Yes,Phone,2024-10-10,2805
5834,Feedback,Implemented,No ,Chat,2024-10-21,4828
5835,Feedback,Resolved,No ,Chat,2024-10-14,1044
5836,Complaint,Resolved,No ,Chat,2024-10-26,6844
5837,Complaint,Implemented,No ,Chat,2024-10-16,305
5838,Complaint,Resolved,Yes,Email,2024-10-14,6137
5839,Feedback,Resolved,No ,Chat,2024-10-25,6546
5840,Feedback,Resolved,Yes,Chat,2024-10-26,6783
5841,Feedback,Resolved,Yes,Email,2024-10-23,3044
5842,Complaint,Resolved,Yes,Email,2024-10-10,7674
5843,Support Request,Pending,Yes,Email,2024-10-04,7955
5844,Complaint,Implemented,No ,Phone,2024-10-22,3149
5845,Feedback,Implemented,No ,Chat,2024-10-25,6178
5846,Complaint,Resolved,Yes,Phone,2024-11-02,289
5847,Support Request,Resolved,No ,Email,2024-10-20,2590
5848,Feedback,Implemented,No ,Email,2024-10-20,5357
5849,Complaint,Resolved,Yes,Phone,2024-10-30,10572
5850,Complaint,Implemented,Yes,Chat,2024-10-14,6848
5851,Complaint,Resolved,Yes,Chat,2024-10-23,9363
5852,Complaint,Resolved,Yes,Email,2024-10-27,3584
5853,Complaint,Pending,No ,Email,2024-10-12,466
5854,Support Request,Resolved,Yes,Chat,2024-10-09,4410
5855,Support Request,Implemented,No ,Email,2024-10-26,248
5856,Support Request,Implemented,No ,Chat,2024-10-12,287
5857,Feedback,Resolved,Yes,Email,2024-10-29,7863
5858,Feedback,Pending,No ,Phone,2024-10-20,8137
5859,Complaint,Resolved,No ,Email,2024-10-15,3572
5860,Complaint,Pending,No ,Email,2024-11-01,3106
5861,Complaint,Unresolved,Yes,Chat,2024-10-04,3218
5862,Support Request,Implemented,No ,Chat,2024-10-05,5776
5863,Support Request,Implemented,No ,Phone,2024-10-31,8966
5864,Support Request,Resolved,No ,Email,2024-10-23,8364
5865,Complaint,Pending,Yes,Email,2024-10-28,3317
5866,Support Request,Unresolved,No ,Chat,2024-10-23,2946
5867,Complaint,Implemented,No ,Email,2024-11-01,7266
5868,Support Request,Unresolved,No ,Phone,2024-10-08,5818
5869,Complaint,Implemented,No ,Email,2024-10-26,2124
5870,Support Request,Pending,No ,Phone,2024-10-09,10302
5871,Feedback,Pending,Yes,Chat,2024-10-19,906
5872,Feedback,Resolved,Yes,Email,2024-10-07,5900
5873,Feedback,Pending,No ,Email,2024-10-23,10284
5874,Feedback,Implemented,No ,Phone,2024-10-14,2899
5875,Feedback,Implemented,No ,Email,2024-10-21,10135
5876,Support Request,Implemented,Yes,Email,2024-10-22,7938
5877,Feedback,Resolved,Yes,Phone,2024-10-17,5696
5878,Complaint,Unresolved,Yes,Phone,2024-10-08,5973
5879,Complaint,Pending,No ,Phone,2024-10-18,10257
5880,Feedback,Pending,No ,Email,2024-10-22,5536
5881,Feedback,Resolved,Yes,Chat,2024-10-24,5875
5882,Support Request,Resolved,No ,Phone,2024-10-17,10614
5883,Complaint,Unresolved,No ,Phone,2024-10-18,1813
5884,Feedback,Resolved,No ,Chat,2024-10-17,6089
5885,Support Request,Resolved,No ,Chat,2024-10-19,8835
5886,Complaint,Resolved,No ,Email,2024-10-26,1271
5887,Complaint,Resolved,No ,Phone,2024-10-10,4267
5888,Complaint,Resolved,No ,Chat,2024-10-16,578
5889,Complaint,Unresolved,Yes,Phone,2024-10-07,8568
5890,Support Request,Pending,No ,Email,2024-10-26,1706
5891,Support Request,Implemented,Yes,Chat,2024-10-10,7624
5892,Support Request,Unresolved,No ,Email,2024-10-08,6685
5893,Support Request,Unresolved,No ,Chat,2024-10-26,6655
5894,Feedback,Unresolved,Yes,Chat,2024-10-08,2757
5895,Support Request,Implemented,Yes,Phone,2024-10-14,1501
5896,Support Request,Resolved,Yes,Phone,2024-10-19,8467
5897,Support Request,Pending,No ,Phone,2024-10-15,1679
5898,Support Request,Pending,Yes,Chat,2024-10-08,9295
5899,Feedback,Pending,No ,Phone,2024-10-30,3446
5900,Feedback,Pending,No ,Chat,2024-10-23,2007
5901,Complaint,Pending,Yes,Email,2024-10-26,170
5902,Support Request,Pending,No ,Phone,2024-10-24,6189
5903,Complaint,Pending,Yes,Chat,2024-10-25,10773
5904,Complaint,Pending,Yes,Email,2024-10-09,4872
5905,Feedback,Unresolved,Yes,Email,2024-10-07,8465
5906,Complaint,Unresolved,No ,Email,2024-10-25,8848
5907,Feedback,Pending,Yes,Chat,2024-10-28,3198
5908,Support Request,Pending,No ,Phone,2024-10-25,3449
5909,Feedback,Pending,No ,Phone,2024-10-21,7184
5910,Support Request,Pending,Yes,Phone,2024-10-27,9961
5911,Complaint,Implemented,Yes,Chat,2024-10-26,8257
5912,Complaint,Resolved,Yes,Email,2024-10-08,10282
5913,Feedback,Unresolved,Yes,Phone,2024-10-25,3036
5914,Feedback,Implemented,Yes,Phone,2024-10-09,408
5915,Support Request,Resolved,No ,Phone,2024-10-17,3710
5916,Support Request,Unresolved,Yes,Phone,2024-10-05,8998
5917,Feedback,Pending,Yes,Phone,2024-10-18,1805
5918,Feedback,Implemented,No ,Phone,2024-10-08,6252
5919,Support Request,Pending,No ,Phone,2024-10-08,7930
5920,Feedback,Pending,No ,Email,2024-10-09,1941
5921,Support Request,Pending,No ,Email,2024-10-08,10289
5922,Feedback,Unresolved,Yes,Chat,2024-10-23,2347
5923,Support Request,Pending,Yes,Email,2024-10-29,8558
5924,Feedback,Resolved,Yes,Chat,2024-10-10,210
5925,Support Request,Unresolved,No ,Phone,2024-10-15,9510
5926,Feedback,Pending,No ,Phone,2024-10-08,6651
5927,Feedback,Implemented,Yes,Chat,2024-10-13,974
5928,Feedback,Unresolved,Yes,Chat,2024-10-27,5006
5929,Support Request,Unresolved,No ,Chat,2024-10-17,1148
5930,Feedback,Unresolved,Yes,Chat,2024-10-16,2095
5931,Complaint,Pending,Yes,Phone,2024-10-27,7794
5932,Complaint,Resolved,No ,Chat,2024-10-08,8879
5933,Complaint,Unresolved,Yes,Phone,2024-10-11,244
5934,Complaint,Pending,No ,Chat,2024-10-19,10767
5935,Support Request,Pending,No ,Phone,2024-10-12,5676
5936,Complaint,Implemented,No ,Phone,2024-10-10,10722
5937,Complaint,Unresolved,Yes,Email,2024-10-24,3404
5938,Feedback,Resolved,Yes,Chat,2024-10-15,1414
5939,Complaint,Unresolved,Yes,Email,2024-10-08,3857
5940,Complaint,Implemented,Yes,Email,2024-10-26,4573
5941,Support Request,Resolved,No ,Email,2024-10-24,9184
5942,Complaint,Unresolved,No ,Chat,2024-10-22,5819
5943,Complaint,Pending,No ,Phone,2024-10-26,9328
5944,Complaint,Implemented,No ,Email,2024-10-04,6007
5945,Support Request,Pending,Yes,Email,2024-10-17,10413
5946,Feedback,Implemented,Yes,Chat,2024-10-16,10358
5947,Support Request,Resolved,No ,Email,2024-10-16,2200
5948,Support Request,Unresolved,No ,Email,2024-10-20,2316
5949,Complaint,Resolved,No ,Phone,2024-11-01,5622
5950,Complaint,Pending,No ,Email,2024-10-14,7413
5951,Feedback,Resolved,No ,Phone,2024-10-26,9619
5952,Support Request,Resolved,Yes,Phone,2024-10-22,5176
5953,Complaint,Resolved,No ,Chat,2024-10-23,3881
5954,Support Request,Implemented,No ,Email,2024-11-02,1669
5955,Support Request,Pending,Yes,Phone,2024-10-13,7626
5956,Feedback,Unresolved,Yes,Chat,2024-10-11,4393
5957,Complaint,Resolved,No ,Chat,2024-10-30,3770
5958,Support Request,Resolved,Yes,Phone,2024-10-17,2176
5959,Feedback,Pending,Yes,Email,2024-10-12,8877
5960,Complaint,Resolved,No ,Email,2024-10-19,9084
5961,Feedback,Resolved,Yes,Phone,2024-10-20,3587
5962,Complaint,Pending,Yes,Phone,2024-10-09,6520
5963,Complaint,Pending,No ,Email,2024-10-26,866
5964,Complaint,Unresolved,Yes,Email,2024-10-04,6181
5965,Complaint,Pending,Yes,Email,2024-10-14,7104
5966,Feedback,Pending,Yes,Phone,2024-10-04,6236
5967,Complaint,Unresolved,No ,Phone,2024-10-24,10373
5968,Feedback,Pending,Yes,Email,2024-10-14,10369
5969,Feedback,Implemented,No ,Chat,2024-10-19,5370
5970,Complaint,Implemented,No ,Email,2024-10-11,9657
5971,Feedback,Pending,Yes,Phone,2024-10-05,1651
5972,Feedback,Unresolved,Yes,Email,2024-10-27,6681
5973,Support Request,Implemented,No ,Phone,2024-10-27,8686
5974,Feedback,Resolved,No ,Email,2024-10-28,5739
5975,Complaint,Resolved,Yes,Chat,2024-10-11,2041
5976,Complaint,Pending,Yes,Phone,2024-10-28,6455
5977,Complaint,Resolved,No ,Chat,2024-10-07,6228
5978,Support Request,Pending,No ,Email,2024-10-26,1926
5979,Support Request,Pending,No ,Chat,2024-10-06,3261
5980,Feedback,Resolved,No ,Email,2024-10-13,9635
5981,Support Request,Unresolved,Yes,Email,2024-10-31,7579
5982,Support Request,Implemented,Yes,Email,2024-10-21,446
5983,Complaint,Resolved,No ,Email,2024-10-11,9948
5984,Complaint,Resolved,No ,Email,2024-10-18,2081
5985,Complaint,Unresolved,Yes,Chat,2024-10-13,8221
5986,Complaint,Implemented,No ,Email,2024-10-05,7524
5987,Support Request,Resolved,Yes,Phone,2024-10-10,5662
5988,Feedback,Unresolved,Yes,Email,2024-10-22,3647
5989,Complaint,Implemented,No ,Chat,2024-10-06,3073
5990,Complaint,Pending,Yes,Email,2024-10-24,7251
5991,Support Request,Pending,Yes,Chat,2024-10-11,5949
5992,Support Request,Implemented,Yes,Phone,2024-10-31,8025
5993,Complaint,Unresolved,Yes,Phone,2024-10-09,2811
5994,Feedback,Unresolved,Yes,Phone,2024-10-30,9970
5995,Feedback,Resolved,No ,Phone,2024-11-01,3785
5996,Feedback,Resolved,No ,Email,2024-10-16,6269
5997,Complaint,Implemented,No ,Chat,2024-10-29,8335
5998,Feedback,Resolved,Yes,Chat,2024-10-19,5655
5999,Feedback,Implemented,Yes,Chat,2024-10-07,3405
6000,Complaint,Pending,No ,Email,2024-10-23,6193
6001,Feedback,Pending,Yes,Chat,2024-10-18,7369
6002,Support Request,Resolved,No ,Email,2024-10-08,10925
6003,Feedback,Resolved,No ,Email,2024-10-22,8665
6004,Feedback,Resolved,No ,Email,2024-10-30,3380
6005,Complaint,Unresolved,Yes,Email,2024-10-07,5723
6006,Feedback,Pending,No ,Chat,2024-10-24,1405
6007,Feedback,Pending,No ,Phone,2024-10-07,3253
6008,Support Request,Pending,Yes,Email,2024-10-06,1919
6009,Complaint,Implemented,No ,Chat,2024-10-06,8289
6010,Support Request,Pending,No ,Phone,2024-10-22,3741
6011,Support Request,Implemented,Yes,Chat,2024-10-22,8330
6012,Feedback,Pending,Yes,Phone,2024-10-30,5596
6013,Support Request,Unresolved,Yes,Email,2024-10-24,2450
6014,Support Request,Pending,No ,Email,2024-10-09,9317
6015,Feedback,Unresolved,No ,Phone,2024-10-05,8450
6016,Feedback,Resolved,No ,Email,2024-10-07,10689
6017,Feedback,Pending,Yes,Chat,2024-10-30,4586
6018,Feedback,Unresolved,No ,Chat,2024-10-27,3675
6019,Feedback,Implemented,No ,Phone,2024-10-30,6464
6020,Feedback,Unresolved,No ,Email,2024-10-12,9451
6021,Support Request,Resolved,Yes,Phone,2024-10-14,8309
6022,Feedback,Resolved,No ,Email,2024-10-17,4055
6023,Feedback,Unresolved,No ,Chat,2024-10-19,8932
6024,Support Request,Unresolved,No ,Phone,2024-10-08,7963
6025,Complaint,Resolved,No ,Phone,2024-10-13,2668
6026,Complaint,Unresolved,Yes,Phone,2024-10-12,1255
6027,Complaint,Pending,No ,Email,2024-10-08,10635
6028,Complaint,Unresolved,No ,Phone,2024-10-06,488
6029,Complaint,Implemented,No ,Phone,2024-10-23,31
6030,Feedback,Pending,Yes,Chat,2024-10-25,8603
6031,Support Request,Resolved,Yes,Chat,2024-10-06,4548
6032,Complaint,Unresolved,No ,Phone,2024-10-14,7782
6033,Support Request,Implemented,Yes,Chat,2024-10-23,878
6034,Support Request,Resolved,No ,Email,2024-10-19,7269
6035,Support Request,Resolved,No ,Phone,2024-10-21,4161
6036,Feedback,Implemented,Yes,Chat,2024-10-24,2051
6037,Feedback,Resolved,Yes,Chat,2024-10-25,10344
6038,Feedback,Implemented,Yes,Email,2024-10-20,7123
6039,Feedback,Resolved,Yes,Chat,2024-10-12,4797
6040,Complaint,Implemented,No ,Email,2024-10-20,513
6041,Complaint,Resolved,Yes,Email,2024-10-24,5487
6042,Complaint,Resolved,No ,Chat,2024-10-08,3508
6043,Complaint,Unresolved,No ,Phone,2024-10-21,1139
6044,Feedback,Implemented,No ,Email,2024-10-12,5709
6045,Complaint,Resolved,Yes,Email,2024-10-29,2667
6046,Feedback,Resolved,Yes,Chat,2024-10-20,2874
6047,Feedback,Unresolved,No ,Chat,2024-11-01,2430
6048,Complaint,Pending,No ,Chat,2024-10-22,5651
6049,Support Request,Pending,Yes,Email,2024-10-14,6208
6050,Complaint,Resolved,No ,Chat,2024-10-30,1364
6051,Complaint,Resolved,Yes,Chat,2024-10-18,2964
6052,Support Request,Unresolved,No ,Phone,2024-10-14,7427
6053,Complaint,Unresolved,No ,Chat,2024-10-11,2318
6054,Complaint,Resolved,Yes,Email,2024-10-10,8399
6055,Complaint,Unresolved,Yes,Phone,2024-10-18,3710
6056,Feedback,Resolved,Yes,Email,2024-10-13,8840
6057,Feedback,Unresolved,Yes,Phone,2024-11-02,977
6058,Complaint,Implemented,No ,Phone,2024-10-14,9618
6059,Complaint,Implemented,No ,Email,2024-10-17,3339
6060,Complaint,Implemented,No ,Phone,2024-10-05,3864
6061,Feedback,Resolved,Yes,Phone,2024-10-14,435
6062,Support Request,Resolved,No ,Chat,2024-10-17,4828
6063,Support Request,Resolved,Yes,Phone,2024-10-26,8974
6064,Complaint,Unresolved,Yes,Phone,2024-10-08,6550
6065,Support Request,Implemented,No ,Phone,2024-10-28,9029
6066,Complaint,Resolved,Yes,Email,2024-10-18,1069
6067,Support Request,Unresolved,Yes,Phone,2024-10-25,4356
6068,Complaint,Resolved,No ,Email,2024-10-08,7734
6069,Support Request,Implemented,No ,Chat,2024-10-23,6320
6070,Complaint,Implemented,Yes,Email,2024-10-09,5304
6071,Complaint,Pending,No ,Phone,2024-10-09,9721
6072,Complaint,Resolved,Yes,Email,2024-10-04,3638
6073,Complaint,Unresolved,Yes,Chat,2024-10-20,1461
6074,Support Request,Unresolved,No ,Email,2024-10-20,5854
6075,Feedback,Unresolved,Yes,Chat,2024-10-07,9798
6076,Feedback,Pending,No ,Phone,2024-10-27,3443
6077,Support Request,Resolved,No ,Email,2024-10-28,5308
6078,Complaint,Implemented,No ,Email,2024-10-08,1625
6079,Support Request,Unresolved,Yes,Phone,2024-10-07,4026
6080,Feedback,Pending,Yes,Email,2024-10-17,6763
6081,Complaint,Pending,Yes,Chat,2024-10-07,9539
6082,Complaint,Pending,Yes,Chat,2024-10-12,7250
6083,Feedback,Implemented,No ,Chat,2024-10-30,2372
6084,Feedback,Resolved,No ,Chat,2024-10-22,2895
6085,Support Request,Unresolved,Yes,Phone,2024-10-17,7177
6086,Complaint,Resolved,No ,Email,2024-10-06,166
6087,Support Request,Unresolved,No ,Chat,2024-10-07,8827
6088,Complaint,Unresolved,Yes,Email,2024-11-01,4056
6089,Feedback,Resolved,No ,Email,2024-10-28,1105
6090,Complaint,Pending,No ,Chat,2024-10-21,10495
6091,Complaint,Pending,No ,Email,2024-10-18,9513
6092,Support Request,Implemented,Yes,Email,2024-10-06,267
6093,Feedback,Resolved,No ,Email,2024-10-22,4250
6094,Feedback,Resolved,Yes,Phone,2024-10-30,5966
6095,Feedback,Unresolved,No ,Chat,2024-10-16,651
6096,Support Request,Pending,Yes,Email,2024-10-10,7530
6097,Feedback,Implemented,No ,Email,2024-10-13,10826
6098,Complaint,Implemented,Yes,Chat,2024-10-06,10057
6099,Support Request,Pending,Yes,Phone,2024-10-11,1198
6100,Support Request,Pending,Yes,Email,2024-10-05,3880
6101,Complaint,Resolved,Yes,Email,2024-10-05,9147
6102,Support Request,Pending,No ,Email,2024-11-02,10794
6103,Support Request,Implemented,No ,Email,2024-10-22,2570
6104,Feedback,Unresolved,Yes,Chat,2024-10-13,4388
6105,Complaint,Unresolved,Yes,Email,2024-10-24,5347
6106,Complaint,Implemented,Yes,Chat,2024-10-27,3247
6107,Complaint,Implemented,Yes,Email,2024-10-18,6028
6108,Feedback,Resolved,Yes,Chat,2024-10-26,9974
6109,Feedback,Unresolved,Yes,Email,2024-10-29,8539
6110,Complaint,Pending,Yes,Email,2024-10-24,10123
6111,Feedback,Unresolved,Yes,Chat,2024-10-15,3730
6112,Support Request,Pending,No ,Phone,2024-10-15,2156
6113,Feedback,Implemented,No ,Phone,2024-10-28,4970
6114,Support Request,Resolved,Yes,Phone,2024-10-24,7649
6115,Support Request,Implemented,No ,Email,2024-10-04,5901
6116,Support Request,Implemented,No ,Email,2024-10-23,9445
6117,Feedback,Resolved,No ,Phone,2024-10-21,1941
6118,Support Request,Implemented,No ,Chat,2024-10-13,5842
6119,Feedback,Resolved,No ,Email,2024-10-22,3322
6120,Complaint,Implemented,Yes,Chat,2024-10-06,60
